"usda_symbol","duration","growth_habit","native_status","usda_group","soil_ph_min","soil_ph_max","soil_texture_adapted","precip_min_in","precip_max_in","temp_min_f","moisture_use","shade_tolerance","drought_tolerance","salinity_tolerance","caco3_tolerance","fire_tolerance","anaerobic_tolerance","nitrogen_fixation","root_depth_min_in","height_mature_ft","growth_rate","lifespan","leaf_retention","bloom_period","foliage_color","flower_color"
"ARAN14",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARAN7","Perennial","Forb/herb","N","Dicot",7,8,"Coarse, Medium, Fine",11,40,-23,"High","Tolerant","Low","Low","Medium","Medium","Medium","None",6,0.5,"Rapid","Short","No","Spring","Green","Yellow"
"ARANA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARAR7","Perennial","Shrub","N","Dicot",5.5,7.5,"Medium, Fine",34,60,-18,"High","Intolerant","Low","Low","Low","Medium","Medium","None",20,5,"Moderate","Moderate","No","Mid Spring","Green","White"
"ARARC","Perennial","Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARARL","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARAS2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARAU","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARAU3","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARBAB","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARBE","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARBI9",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARBY",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARCA19","Annual, Perennial","Forb/herb, Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARCAA","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARCAS5","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARCI12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARCO12","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARCO9","Perennial","Forb/herb","N","Dicot",6,8,"Coarse, Medium, Fine",10,35,-28,"High","Tolerant","Low","None","Low","High","None","None",6,1.5,"Rapid","Short","No","Late Spring","Green","Yellow"
"ARCTO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARCTO10",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARDE11","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARDI2","Biennial, Perennial","Forb/herb","N","Dicot",5,7,"Coarse, Medium",28,50,-28,"Low","Tolerant","High","None","Medium","Medium","None","None",8,3,"Rapid","Short","No","Late Spring","Green","Purple"
"ARDI9","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARDIP","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARDR","Biennial, Perennial","Forb/herb","N","Dicot",5.4,7.4,"Coarse, Medium",15,60,-38,"Medium","Intermediate","Low","None","Medium","Low","Low","None",6,2,"Moderate","Short","No","Late Spring","Green","White"
"ARDR4","Perennial","Forb/herb, Subshrub","N, I?","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AREAA","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AREAE","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARELB","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARFEF","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARFI","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARFI2","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARFL","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARFO7","Perennial","Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARFR2","Perennial","Forb/herb","N","Dicot",5.5,7.5,"Coarse",32,110,-62,,"Tolerant","None","Medium",,"Low","None","None",12,1,,"Short","No","Summer","Green","Yellow"
"ARFR3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARFRF3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARGA4","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARGL11","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARGLA2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARGYR4","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARHI","Annual, Biennial, Perennial","Forb/herb","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARHI10","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARHOM","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARHOR","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARIL2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARLA8","Perennial","Forb/herb","N","Dicot",6,7.2,"Coarse, Medium",14,40,-33,"High","Intermediate","None","None","Medium","Low","High","None",8,2,"Moderate","Moderate","No","Early Summer","Green","Yellow"
"ARLA9","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARLAL2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARLAL6","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARLED2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARLOL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARLUL2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARLY","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARMA23",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARMAE3",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARMAG","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARMAS","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARME8","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARMI3","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARMY","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARNE2","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARNO2","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARNO3",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARNO6","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARNU","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARNU3","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AROH2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARONI2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AROV3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARPA11","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARPA6","Perennial","Shrub","N","Dicot",5.5,7.6,"Coarse, Medium",13,50,-28,"Low","Intermediate","High","Low","High","High","None","None",20,5,"Slow","Long","No","Late Spring","Green","White"
"ARPLP","Perennial","Forb/herb","N","Dicot",7,9,"Coarse, Medium",6,12,7,"Low","Intolerant","High","Low","Medium","Low","None","None",16,0.6,"Moderate","Short","No","Indeterminate","Green","White"
"ARPR12",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARPR2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARPU","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARPU9","Annual, Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARPY8",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARRE8","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARRER2","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARRHE","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARRI","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARRU4","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARSE16",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARSE3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARSI2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARSI5","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARSP11",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARSP13",,,,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARSQG","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARTE11",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ARTE4","Perennial","Graminoid, Shrub, Subshrub","I, N","Monocot",4.5,7,"Medium, Fine",45,60,-3,"High","Intolerant","Low","None","None","High","Low","None",12,25,"Rapid","Moderate","No","Summer","Green","Green"
"ARTI2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARTIE","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARTRS","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARTRT","Perennial","Shrub, Tree","N","Dicot",6.5,8.5,"Coarse, Medium, Fine",6,35,-13,"Low","Intolerant","High","Low","High","Low","None","None",16,9,"Slow","Moderate","Yes","Late Summer","Gray-Green","Green"
"ARTRT2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARUM2","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ARUN7",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARVE","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARWI","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ARWR2","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASACH","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASAD2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASAE2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASAHI2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASAL10","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASALA12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASALV","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASAM10",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASAS4","Perennial","Forb/herb, Vine","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ASAT6",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASAU4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASBE3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASBIB","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASBIM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASBLA",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"ASCA10","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASCAC6","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASCAS","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASCEF","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASCO35","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASCRC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASCU8","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASDID2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASEL10",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASEM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASER","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASER4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASER9","Perennial","Forb/herb","N, N?","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASFE4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASFLF","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASGI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASGR17",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASHE9",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASHI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASHO4","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASIN10","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASIN20",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASIN7","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASIO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASJE2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASKEK","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASLAR","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASLE8","Annual, Biennial, Perennial","Forb/herb, Shrub, Subshrub","N","Dicot",5.7,7.4,"Coarse, Medium, Fine",10,16,-28,"Low","Intolerant","High","Medium","Medium","Medium","None","Medium",10,1.4,"Moderate","Moderate","No","Late Spring","Green","Yellow"
"ASLEK","Annual, Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASLES3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASLIL2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASLO3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASLU5",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"ASLU7",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASMA18",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASMA27",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASMA4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASMIM4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASMOM5","Perennial","Forb/herb","N","Dicot",5.6,7.5,"Coarse, Medium, Fine",12,30,-28,"Low","Intolerant","High","Low","Medium","Medium","None","Medium",10,2,"Moderate","Moderate","No","Late Spring","Green","Purple"
"ASNEE","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASNU4","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASNU7","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASOB","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASOO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASPAR","Perennial","Forb/herb, Shrub, Subshrub, Vine","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"ASPE14",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASPER","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASPH2","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASPIC2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASPL8","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASPLP","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASPUL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASPUP5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASPUP6","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASRA3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASRE5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASRI2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASSA5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASSCA","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASSE5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASSI3","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASSIM2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASSIS","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASST","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASST5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASSU2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASSU22",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ASSU28",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASSY","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASTA","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASTE20",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"ASTE5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASTEC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASTER4",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"ASTR10","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASTRL","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASTY","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASUN3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ASVA4","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ASWI2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATACA","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATAL6",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"ATAT2",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATCUC","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATCUI","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATER","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATFIC","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"ATHI","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATHO2","Perennial","Shrub, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATMA8","Perennial","Forb/herb, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATOB","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATPA4","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATPH","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATPO","Perennial","Shrub","N","Dicot",7.5,9,"Coarse, Medium",3,12,7,"Medium","Intolerant","High","High","High","Low","None","None",10,6,"Slow","Moderate","No","Mid Summer","Green","Yellow"
"ATPU","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATSA","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATSU5","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ATTR3","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AUFLF","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AUGR","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AUGRC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AUHE",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"AUPE","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AUPEA","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"AVAF",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"AXFU","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"AXMI",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"AXSI",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"AXSU2",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"AYMI","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAABD","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAALM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAAM2",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"BAAM4","Perennial","Subshrub","N","Dicot",7,8.5,"Coarse, Medium",5,10,-33,"Low","Intolerant","High","High","High","Medium","Low","None",12,2,"Rapid","Moderate","No","Late Summer","Green","White"
"BAAN","Perennial","Shrub","N","Dicot",5,7.5,"Coarse, Medium, Fine",45,60,12,"High","Intolerant","None","High","Medium","Low","High","None",12,13,"Moderate","Long","No","Fall","Green","White"
"BAAUA2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BABU","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BACA11",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"BACA12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"BACCH","Perennial","Shrub, Subshrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BACI3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BACOC",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"BAEG5",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BAFR4",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAHA3",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"BAHIA","Annual, Biennial, Perennial","Forb/herb","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAIR","Annual","Forb/herb",,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAKI",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BALAL2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BAMA14",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BAMAM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAME","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAMI3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAMI9",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BAMO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BANAR","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAPH2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BAPO70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"BARA2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BARLE2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BARTS","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BARU3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BASA3","Perennial","Forb/herb","N","Dicot",6.5,8,"Medium, Fine",8,25,-38,"Medium","Intermediate","High","Low","High","High","None","None",14,2,"Moderate","Long","No","Late Spring","Green","Yellow"
"BASSI","Annual, Perennial","Forb/herb, Subshrub","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAST6",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"BASU4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BASU5",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BATE3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BATES","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BATR3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"BAVA2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"BAVE","Biennial, Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
